GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),ENVCAUSE (CODE),ENVCAUSE (DISPLAY),ENVCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
WSH_10,"Number of diarrhoea deaths from inadequate water, sanitation and hygiene",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,YEARSUNDER5,<5 years,,BTSX,Both sexes,,,,,,,,,,,10 [7-13],10.00000,7.00000,13.00000,,,
WSH_10,"Number of diarrhoea deaths from inadequate water, sanitation and hygiene",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,YEARSALL,Total (All ages),,MLE,Male,,,,,,,,,,,54 [36-80],54.00000,36.00000,80.00000,,,
WSH_10,"Number of diarrhoea deaths from inadequate water, sanitation and hygiene",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,YEARSALL,Total (All ages),,FMLE,Female,,,,,,,,,,,43 [28-66],43.00000,28.00000,66.00000,,,
WSH_10,"Number of diarrhoea deaths from inadequate water, sanitation and hygiene",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,YEARSALL,Total (All ages),,BTSX,Both sexes,,,,,,,,,,,96 [70-133],96.00000,70.00000,133.00000,,,
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,YEARSALL,Total (All ages),,BTSX,Both sexes,,,,,,,,,,,4326 [3431-5439],4326.00000,3431.00000,5439.00000,,,
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,YEARSUNDER5,<5 years,,BTSX,Both sexes,,,,,,,,,,,927 [678-1223],927.00000,678.00000,1223.00000,,,
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,YEARSALL,Total (All ages),,FMLE,Female,,,,,,,,,,,1943 [1477-2588],1943.00000,1477.00000,2588.00000,,,
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,YEARSALL,Total (All ages),,MLE,Male,,,,,,,,,,,2383 [1803-3182],2383.00000,1803.00000,3182.00000,,,
WSH_1,WASH deaths (number) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,MLE,Male,,,,,,,,,,,66,66.00000,,,,,
WSH_1,WASH deaths (number) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,FMLE,Female,,,,,,,,,,,54,54.00000,,,,,
WSH_1,WASH deaths (number) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,BTSX,Both sexes,,,,,,,,,,,120,120.00000,,,,,
WSH_20_WAT,Attributable fraction of diarrhoea to inadequate water,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5282,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,YEARSALL,Total (All ages),,BTSX,Both sexes,,,,,,,,,,,0.14 [0.09-0.21],0.13807,0.08949,0.21345,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2000,2000,,SEAR,2000,2000,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,78,77.86231,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2000,2000,,SEAR,2000,2000,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,82,82.36160,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2000,2000,,SEAR,2000,2000,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,96,95.56350,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2001,2001,,SEAR,2001,2001,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,79,79.09590,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2001,2001,,SEAR,2001,2001,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,83,83.46729,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2001,2001,,SEAR,2001,2001,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,96,95.60416,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2002,2002,,SEAR,2002,2002,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,80,80.36668,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2002,2002,,SEAR,2002,2002,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,85,84.61996,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2002,2002,,SEAR,2002,2002,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,96,95.79388,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2003,2003,,SEAR,2003,2003,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,82,81.63860,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2003,2003,,SEAR,2003,2003,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,86,85.75393,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2003,2003,,SEAR,2003,2003,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,96,95.98373,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2004,2004,,SEAR,2004,2004,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,83,82.91166,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2004,2004,,SEAR,2004,2004,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,87,86.86839,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2004,2004,,SEAR,2004,2004,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,96,96.17370,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,84,84.18586,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,88,87.95676,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,96,96.36380,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2006,2006,,SEAR,2006,2006,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,85,85.46121,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2006,2006,,SEAR,2006,2006,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,89,88.97896,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2006,2006,,SEAR,2006,2006,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,97,96.55403,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2007,2007,,SEAR,2007,2007,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,87,86.73770,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2007,2007,,SEAR,2007,2007,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,90,89.98677,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2007,2007,,SEAR,2007,2007,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,97,96.74438,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2008,2008,,SEAR,2008,2008,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,88,88.01533,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2008,2008,,SEAR,2008,2008,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,91,90.97983,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2008,2008,,SEAR,2008,2008,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,97,96.93486,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2009,2009,,SEAR,2009,2009,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,89,89.29411,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2009,2009,,SEAR,2009,2009,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,92,91.95755,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2009,2009,,SEAR,2009,2009,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,97,97.12547,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2010,2010,,SEAR,2010,2010,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,91,90.57403,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2010,2010,,SEAR,2010,2010,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,93,92.91983,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2010,2010,,SEAR,2010,2010,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,97,97.31620,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2011,2011,,SEAR,2011,2011,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,92,91.85509,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2011,2011,,SEAR,2011,2011,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,94,93.86634,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2011,2011,,SEAR,2011,2011,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,98,97.50706,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,93,93.13729,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,95,94.79608,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,98,97.69805,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2013,2013,,SEAR,2013,2013,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,94,94.42063,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2013,2013,,SEAR,2013,2013,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,96,95.70915,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2013,2013,,SEAR,2013,2013,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,98,97.88916,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2014,2014,,SEAR,2014,2014,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,96,95.70512,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2014,2014,,SEAR,2014,2014,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,97,96.60578,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2014,2014,,SEAR,2014,2014,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,98,98.08040,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,97,96.99075,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,97,97.48622,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,98,98.27177,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,98,98.00592,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,98,98.18624,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,98,98.46326,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2017,2017,,SEAR,2017,2017,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,99,98.66317,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2017,2017,,SEAR,2017,2017,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,99,98.65984,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2017,2017,,SEAR,2017,2017,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,99,98.65488,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2018,2018,,SEAR,2018,2018,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,99,98.70852,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2018,2018,,SEAR,2018,2018,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,99,98.76500,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2018,2018,,SEAR,2018,2018,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,99,98.84663,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,99,98.75387,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,99,98.87231,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,99,99.03851,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2020,2020,,SEAR,2020,2020,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,99,98.79921,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2020,2020,,SEAR,2020,2020,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,99,98.98172,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2020,2020,,SEAR,2020,2020,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,99,99.23051,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2021,2021,,SEAR,2021,2021,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,99,98.84456,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2021,2021,,SEAR,2021,2021,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,99,99.12699,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2021,2021,,SEAR,2021,2021,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,100,99.50126,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2022,2022,,SEAR,2022,2022,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,99,98.84456,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2022,2022,,SEAR,2022,2022,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,99,99.13145,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2022,2022,,SEAR,2022,2022,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,100,99.50126,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2000,2000,,SEAR,2000,2000,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,38,38.40345,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2000,2000,,SEAR,2000,2000,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,47,46.90494,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2000,2000,,SEAR,2000,2000,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,72,71.85018,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2001,2001,,SEAR,2001,2001,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,38,38.40345,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2001,2001,,SEAR,2001,2001,South-East Asia,,,,,BTN,Bhutan,,,,,,,,TOTL,Total,,,,,,,,47,47.26015,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2001,2001,,SEAR,2001,2001,South-East Asia,,,,,BTN,Bhutan,,,,,,,,URB,Urban,,,,,,,,72,71.85018,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2002,2002,,SEAR,2002,2002,South-East Asia,,,,,BTN,Bhutan,,,,,,,,RUR,Rural,,,,,,,,40,40.45350,,,,,
